timestamp,value,rating
"19 Nov, 1:00 PM",30.9,PM2.5 µg/m³ - Tốt
"19 Nov, 2:00 PM",26.9,PM2.5 µg/m³ - Tốt
"19 Nov, 3:00 PM",29.9,PM2.5 µg/m³ - Tốt
"19 Nov, 4:00 PM",35.8,PM2.5 µg/m³ - Tốt
"19 Nov, 5:00 PM",50.5,PM2.5 µg/m³ - Tốt
"19 Nov, 6:00 PM",30.8,PM2.5 µg/m³ - Tốt
"19 Nov, 7:00 PM",17.9,PM2.5 µg/m³ - Tốt
"19 Nov, 8:00 PM",12,PM2.5 µg/m³ - Tốt
"19 Nov, 9:00 PM",14,PM2.5 µg/m³ - Tốt
"19 Nov, 10:00 PM",15,PM2.5 µg/m³ - Tốt
"19 Nov, 11:00 PM",17.9,PM2.5 µg/m³ - Tốt
"20 Nov, 12:00 AM",15.9,PM2.5 µg/m³ - Tốt
"20 Nov, 1:00 AM",15.9,PM2.5 µg/m³ - Tốt
"20 Nov, 2:00 AM",17.9,PM2.5 µg/m³ - Tốt
"20 Nov, 3:00 AM",19.9,PM2.5 µg/m³ - Tốt
"20 Nov, 4:00 AM",31.7,PM2.5 µg/m³ - Tốt
"20 Nov, 5:00 AM",35.6,PM2.5 µg/m³ - Tốt
"20 Nov, 6:00 AM",41.5,PM2.5 µg/m³ - Tốt
"20 Nov, 7:00 AM",43.4,PM2.5 µg/m³ - Tốt
"20 Nov, 8:00 AM",40.5,PM2.5 µg/m³ - Tốt
"20 Nov, 9:00 AM",44.5,PM2.5 µg/m³ - Tốt
"20 Nov, 10:00 AM",47.5,PM2.5 µg/m³ - Tốt
"20 Nov, 11:00 AM",82.5,PM2.5 µg/m³ - Trung bình
"20 Nov, 12:00 PM",67.1,PM2.5 µg/m³ - Trung bình
"20 Nov, 1:00 PM",84.5,PM2.5 µg/m³ - Trung bình
"20 Nov, 2:00 PM",96.9,PM2.5 µg/m³ - Trung bình
"20 Nov, 3:00 PM",78.6,PM2.5 µg/m³ - Trung bình
"20 Nov, 4:00 PM",58.9,PM2.5 µg/m³ - Trung bình
"20 Nov, 5:00 PM",18.9,PM2.5 µg/m³ - Tốt
"20 Nov, 6:00 PM",24.8,PM2.5 µg/m³ - Tốt
"20 Nov, 7:00 PM",26.8,PM2.5 µg/m³ - Tốt
"20 Nov, 8:00 PM",45.4,PM2.5 µg/m³ - Tốt
"20 Nov, 9:00 PM",42.4,PM2.5 µg/m³ - Tốt
"20 Nov, 10:00 PM",40.5,PM2.5 µg/m³ - Tốt
"20 Nov, 11:00 PM",39.5,PM2.5 µg/m³ - Tốt
"21 Nov, 12:00 AM",36.5,PM2.5 µg/m³ - Tốt
"21 Nov, 1:00 AM",43.4,PM2.5 µg/m³ - Tốt
"21 Nov, 2:00 AM",42.4,PM2.5 µg/m³ - Tốt
"21 Nov, 3:00 AM",55,PM2.5 µg/m³ - Trung bình
"21 Nov, 4:00 AM",65.5,PM2.5 µg/m³ - Trung bình
"21 Nov, 5:00 AM",65.4,PM2.5 µg/m³ - Trung bình
"21 Nov, 6:00 AM",82.5,PM2.5 µg/m³ - Trung bình
"21 Nov, 7:00 AM",89.2,PM2.5 µg/m³ - Trung bình
"21 Nov, 8:00 AM",100.5,PM2.5 µg/m³ - Trung bình
"21 Nov, 9:00 AM",75.6,PM2.5 µg/m³ - Trung bình
"21 Nov, 10:00 AM",46.5,PM2.5 µg/m³ - Tốt
"21 Nov, 11:00 AM",48.6,PM2.5 µg/m³ - Tốt
"21 Nov, 12:00 PM",33.8,PM2.5 µg/m³ - Tốt
"21 Nov, 1:00 PM",32.9,PM2.5 µg/m³ - Tốt
"21 Nov, 2:00 PM",25.9,PM2.5 µg/m³ - Tốt
"21 Nov, 3:00 PM",17,PM2.5 µg/m³ - Tốt
"21 Nov, 4:00 PM",13,PM2.5 µg/m³ - Tốt
"21 Nov, 5:00 PM",13,PM2.5 µg/m³ - Tốt
"21 Nov, 6:00 PM",11,PM2.5 µg/m³ - Tốt
"21 Nov, 7:00 PM",12,PM2.5 µg/m³ - Tốt
"21 Nov, 8:00 PM",16.9,PM2.5 µg/m³ - Tốt
"21 Nov, 9:00 PM",20.9,PM2.5 µg/m³ - Tốt
"21 Nov, 10:00 PM",20.9,PM2.5 µg/m³ - Tốt
"21 Nov, 11:00 PM",22.9,PM2.5 µg/m³ - Tốt
"22 Nov, 12:00 AM",27.8,PM2.5 µg/m³ - Tốt
"22 Nov, 1:00 AM",26.8,PM2.5 µg/m³ - Tốt
"22 Nov, 2:00 AM",24.9,PM2.5 µg/m³ - Tốt
"22 Nov, 3:00 AM",23.9,PM2.5 µg/m³ - Tốt
"22 Nov, 4:00 AM",19.9,PM2.5 µg/m³ - Tốt
"22 Nov, 5:00 AM",19.9,PM2.5 µg/m³ - Tốt
